seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12	px_13	py_13
217	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	43.386585	1.084829	44.161585	-0.252006	43.389763	-0.699452	42.616352	-0.254758	41.846119	-1.594344	40.300887	-1.597096	38.755655	-1.599848	37.980655	-0.263013	38.752477	0.184432	38.750888	1.076573	40.296120	1.079325	41.066353	2.418911	41.839764	1.974217	41.841353	1.082077
218	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	44.936581	-1.588844	43.391348	-1.591595	43.389760	-0.699455	44.161582	-0.252009	43.386583	1.084826	44.156817	2.424412	44.927051	3.763998	46.472284	3.766749	46.473872	2.874609	47.247282	2.429914	46.477048	1.090328	47.252046	-0.246507	46.480225	-0.693953	45.706815	-0.249258
219	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	52.657979	1.101331	53.432978	-0.235504	52.661156	-0.682950	51.887745	-0.238255	51.117511	-1.577841	49.572279	-1.580592	48.027046	-1.583343	47.252047	-0.246507	48.023869	0.200938	48.022281	1.093079	49.567514	1.095830	50.337748	2.435416	51.111159	1.990721	51.112746	1.098581
220	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	38.755654	-1.599847	37.985420	-2.939433	37.212010	-2.494738	37.210421	-1.602597	35.665188	-1.605348	34.890189	-0.268513	34.115191	1.068322	34.885425	2.407908	35.658835	1.963213	36.430657	2.410659	37.205656	1.073824	38.750889	1.076575	38.752477	0.184434	37.980656	-0.263012
221	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	14.031930	-1.643878	13.256930	-0.307044	14.028752	0.140403	14.802163	-0.304291	15.572395	1.035295	17.117628	1.038048	18.662860	1.040801	19.437859	-0.296034	18.666037	-0.743480	18.667626	-1.635621	17.122394	-1.638374	16.352162	-2.977960	15.578751	-2.533266	15.577162	-1.641126
222	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	1.670077	-1.665899	0.124844	-1.668653	0.123254	-0.776513	0.895076	-0.329066	0.120075	1.007767	0.890306	2.347355	1.660538	3.686942	3.205770	3.689696	3.207360	2.797556	3.980771	2.352863	3.210540	1.013275	3.985541	-0.323558	3.213719	-0.771005	2.440308	-0.326311
223	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	21.753324	1.046306	22.523558	2.385892	23.296969	1.941197	23.298557	1.049056	24.843790	1.051807	25.618789	-0.285028	26.393787	-1.621863	25.623553	-2.961449	24.850143	-2.516754	24.078321	-2.964200	23.303322	-1.627365	21.758089	-1.630116	21.756501	-0.737975	22.528323	-0.290529
224	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	55.672193	43.929579	54.901960	42.589992	54.128550	43.034686	54.126961	43.926827	52.581729	43.924074	51.806729	45.260909	51.031729	46.597743	51.801961	47.937330	52.575372	47.492636	53.347194	47.940083	54.122194	46.603248	55.667426	46.606001	55.669015	45.713860	54.897193	45.266414
225	#006699	#000000	#00000000	#00000000		53.498550	54.701983	52.572195	49.276916	53.347195	47.940081	54.119017	48.387528	54.117428	49.279669	55.662660	49.282421	56.432893	50.622008	57.203125	51.961595	56.428125	53.298429	55.656303	52.850983	54.882892	53.295677	54.112660	51.956090	52.567428	51.953337	52.569017	51.061197	53.342427	50.616503
226	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	54.141251	35.897556	52.596019	35.894806	52.594431	36.786947	53.366253	37.234393	52.591255	38.571228	53.361489	39.910814	54.131723	41.250400	55.676955	41.253150	55.678543	40.361009	56.451953	39.916315	55.681719	38.576729	56.456717	37.239894	55.684895	36.792448	54.911485	37.237143
