seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12
45	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	4.209296	14.085255	4.433466	14.219444	5.775360	11.977742	4.504937	9.694777	4.733233	9.567734	4.741486	9.045271	4.517316	8.911081	3.175422	11.152783	0.563104	11.111519	0.558977	11.372751	0.330681	11.499794	1.601104	13.782759	4.213422	13.824023
46	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	4.733233	9.567734	4.504937	9.694777	5.775361	11.977742	8.387678	12.019006	8.383552	12.280237	8.831893	12.548616	9.060189	12.421574	7.789765	10.138609	9.131659	7.896907	8.907489	7.762717	8.911615	7.501485	6.299298	7.460222	4.957404	9.701924
47	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	0.035040	15.890272	0.259210	16.024461	1.601105	13.782759	0.330681	11.499794	0.558977	11.372751	0.567230	10.850288	0.343060	10.716098	-0.998834	12.957800	-3.611152	12.916536	-3.615278	13.177768	-3.843575	13.304811	-2.573151	15.587776	0.039166	15.629040
48	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	4.741486	9.045271	4.969783	8.918228	3.699359	6.635263	1.087041	6.593999	1.091168	6.332767	0.642827	6.064388	0.414531	6.191431	1.684954	8.474396	0.343060	10.716098	0.567230	10.850288	0.563104	11.111520	3.175422	11.152783	4.517316	8.911081
49	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	-3.007492	3.351886	-3.235789	3.478928	-1.965365	5.761894	0.646953	5.803157	0.642827	6.064389	1.091168	6.332767	1.319464	6.205725	0.049040	3.922760	1.390934	1.681058	1.166764	1.546869	1.170890	1.285637	-1.441428	1.244373	-2.783322	3.486075
50	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	1.091168	6.332767	1.087041	6.593999	3.699359	6.635263	5.041253	4.393561	5.265423	4.527750	5.722016	4.273666	5.726143	4.012434	3.113825	3.971170	1.843401	1.688205	1.615104	1.815247	1.390934	1.681058	0.049040	3.922760	1.319464	6.205725
51	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	5.265424	4.527750	5.041253	4.393561	3.699358	6.635262	4.969781	8.918228	4.741485	9.045270	4.733232	9.567734	4.957402	9.701923	6.299297	7.460222	8.911615	7.501487	8.915741	7.240255	9.144038	7.113212	7.873615	4.830247	5.261297	4.788982
52	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	9.896274	2.468652	9.900401	2.207420	7.288083	2.166154	5.946187	4.407855	5.722017	4.273666	5.265424	4.527750	5.261297	4.788982	7.873615	4.830248	9.144037	7.113214	9.372333	6.986172	9.596504	7.120361	10.938400	4.878661	9.667978	2.595694
53	#006699	#000000	#00000000	#00000000		53.498549	54.701979	9.288486	12.294532	9.060189	12.421574	7.789765	10.138609	9.131659	7.896907	8.907489	7.762717	8.915742	7.240254	9.144038	7.113211	10.414462	9.396177	13.026780	9.437440	13.022654	9.698672	13.246824	9.832862	11.904930	12.074563	9.292612	12.033300
54	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	9.372333	6.986172	9.144037	7.113214	10.414459	9.396180	13.026777	9.437445	13.022650	9.698677	13.470990	9.967056	13.699287	9.840014	12.428865	7.557048	13.770761	5.315347	13.546590	5.181157	13.550717	4.919925	10.938399	4.878660	9.596503	7.120361
55	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	9.896273	2.468652	9.667977	2.595694	10.938399	4.878660	13.550717	4.919925	13.546590	5.181157	13.994931	5.449536	14.223227	5.322494	12.952805	3.039528	14.294701	0.797826	14.070531	0.663637	14.074657	0.402405	11.462339	0.361140	10.120444	2.602841
56	#006699	#000000	#00000000	#00000000		53.498549	54.701979	14.451524	5.195452	14.223227	5.322494	12.952805	3.039528	14.294701	0.797826	14.070531	0.663637	14.078784	0.141173	14.307081	0.014131	15.577503	2.297097	18.189821	2.338362	18.185694	2.599594	18.409864	2.733784	17.067969	4.975485	14.455651	4.934220
57	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	13.470990	9.967056	13.466864	10.228288	16.079182	10.269553	17.421077	8.027852	17.645247	8.162042	18.101841	7.907957	18.105967	7.646725	15.493649	7.605460	14.223227	5.322494	13.994931	5.449536	13.770760	5.315347	12.428865	7.557048	13.699287	9.840014
58	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	18.101841	7.907957	18.326011	8.042147	19.667907	5.800446	18.397484	3.517479	18.625781	3.390437	18.634034	2.867973	18.409864	2.733784	17.067968	4.975485	14.455650	4.934220	14.451524	5.195452	14.223227	5.322494	15.493649	7.605460	18.105967	7.646725
59	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	22.276098	6.102942	22.280225	5.841711	19.667907	5.800446	18.326011	8.042147	18.101841	7.907957	17.645247	8.162042	17.641121	8.423273	20.253439	8.464539	21.523861	10.747505	21.752158	10.620463	21.976328	10.754652	23.318224	8.512951	22.047801	6.229985
60	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	18.625781	3.390437	18.397484	3.517479	19.667907	5.800446	22.280224	5.841711	22.276098	6.102943	22.724438	6.371322	22.952735	6.244279	21.682313	3.961313	23.024208	1.719612	22.800038	1.585422	22.804165	1.324191	20.191847	1.282926	18.849951	3.524627
61	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	22.724438	6.371322	22.720311	6.632554	25.332629	6.673819	26.674525	4.432118	26.898695	4.566307	27.355288	4.312223	27.359415	4.050991	24.747097	4.009726	23.476675	1.726759	23.248378	1.853802	23.024208	1.719612	21.682313	3.961313	22.952735	6.244279
62	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	19.157973	-1.649547	18.933803	-1.783736	17.591908	0.457965	18.862330	2.740931	18.634034	2.867973	18.625781	3.390437	18.849951	3.524627	20.191846	1.282925	22.804164	1.324190	22.808290	1.062958	23.036587	0.935916	21.766164	-1.347050	19.153846	-1.388315
63	#006699	#000000	#00000000	#00000000		53.498549	54.701979	27.363542	3.789759	27.359415	4.050991	24.747097	4.009726	23.476675	1.726759	23.248378	1.853802	22.800038	1.585423	22.804165	1.324191	25.416482	1.365456	26.758378	-0.876245	26.982548	-0.742055	27.210845	-0.869098	28.481267	1.413868	27.139372	3.655570
64	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	26.374755	9.083828	26.603051	8.956785	25.332630	6.673819	22.720312	6.632553	22.724438	6.371322	22.276098	6.102942	22.047801	6.229985	23.318223	8.512951	21.976327	10.754652	22.200497	10.888841	22.196371	11.150073	24.808689	11.191339	26.150584	8.949638
65	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	25.842563	14.123811	26.066733	14.258001	27.408628	12.016300	26.138205	9.733334	26.366502	9.606291	26.374754	9.083828	26.150584	8.949638	24.808689	11.191339	22.196372	11.150075	22.192245	11.411307	21.963949	11.538349	23.234371	13.821315	25.846689	13.862580
66	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	25.842563	14.123811	25.614266	14.250854	26.884689	16.533820	29.497007	16.575084	29.492880	16.836316	29.941220	17.104695	30.169517	16.977653	28.899094	14.694687	30.240989	12.452985	30.016819	12.318796	30.020945	12.057564	27.408628	12.016300	26.066733	14.258001
67	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	25.318624	18.641331	25.090327	18.768374	26.360750	21.051340	28.973068	21.092604	28.968942	21.353836	29.417282	21.622215	29.645578	21.495173	28.375155	19.212207	29.717050	16.970506	29.492880	16.836316	29.497007	16.575084	26.884689	16.533820	25.542794	18.775521
68	#006699	#000000	#00000000	#00000000		53.498549	54.701979	25.234772	23.949694	25.006476	24.076737	23.736053	21.793771	25.077948	19.552069	24.853778	19.417880	24.862031	18.895416	25.090327	18.768374	26.360750	21.051340	28.973068	21.092604	28.968942	21.353836	29.193112	21.488026	27.851217	23.729727	25.238899	23.688462
69	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	29.409033	22.144655	29.180737	22.271697	30.451160	24.554662	33.063478	24.595926	33.059352	24.857158	33.507692	25.125537	33.735989	24.998494	32.465565	22.715529	33.807459	20.473827	33.583289	20.339638	33.587415	20.078406	30.975097	20.037142	29.633203	22.278844
70	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	29.941225	17.104671	29.717055	16.970481	28.375160	19.212183	29.645583	21.495148	29.417286	21.622191	29.409034	22.144654	29.633203	22.278844	30.975098	20.037143	33.587416	20.078407	33.591543	19.817175	33.819839	19.690133	32.549416	17.407167	29.937099	17.365903
71	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	29.941225	17.104671	29.937099	17.365903	32.549416	17.407167	33.891311	15.165466	34.115481	15.299655	34.572075	15.045571	34.576201	14.784339	31.963884	14.743074	30.693461	12.460108	30.465164	12.587151	30.240994	12.452961	28.899099	14.694663	30.169522	16.977629
72	#006699	#000000	#00000000	#00000000		53.498549	54.701979	34.655926	9.737208	34.880096	9.871398	33.538202	12.113099	30.925884	12.071834	30.921757	12.333066	30.465164	12.587151	30.240994	12.452961	31.582889	10.211260	30.312466	7.928294	30.540763	7.801252	30.544889	7.540020	33.157207	7.581284	34.427630	9.864250
73	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	30.016823	12.318772	30.240994	12.452961	31.582889	10.211260	30.312466	7.928294	30.540763	7.801252	30.549015	7.278788	30.324845	7.144599	28.982950	9.386300	26.370632	9.345035	26.366506	9.606267	26.138209	9.733310	27.408632	12.016276	30.020950	12.057540
74	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	26.374759	9.083804	26.370633	9.345036	28.982950	9.386300	30.324845	7.144599	30.549015	7.278788	31.005609	7.024704	31.009735	6.763472	28.397417	6.722207	27.126995	4.439241	26.898698	4.566284	26.674528	4.432094	25.332633	6.673795	26.603056	8.956761
